LVFailure@2,StrokeVolume@3,InsuffAnesth@2,SaO2@3,ErrCauter@2,VentAlv@4,VentLung@4,KinkedTube@2,MinVol@4,PVSat@3,Hypovolemia@2,HRBP@3,HREKG@3,HRSat@3,HR@3,Catechol@2,VentTube@4,VentMach@4,MinVolSet@3,Disconnect@2,Press@4,CO@3,History@2,PAP@3,PulmEmbolus@2,Intubation@3,Shunt@2,ArtCO2@3,ExpCO2@4,LVEDVolume@3,BP@3,PCWP@3,TPR@3,CVP@3,ErrLowOutput@2,Anaphylaxis@2,FiO2@2
0,1,0,1,0,2,2,0,1,1,0,0,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,1,0,1
0,1,1,0,0,1,2,0,2,0,0,2,2,2,2,1,2,2,1,0,3,2,0,0,0,2,1,2,3,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,2,1,1,0,2,1,1,0,0,0,2,0,2,0,2,0,2,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,0,2,2,1,0,2,2,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,2,1,0,1,0,1,0,1,1
0,1,1,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,0,0,0,0,2,2,0,2,0,1,1,1,1,1,1,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1
0,0,0,1,0,2,2,0,2,1,1,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,0,1,2,0,1,0,1,1,2,0,1,2,1,1,1,0,0,1
0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,2,2,1,0,2,1,0,0,0,2,1,2,3,1,1,1,1,1,1,0,1
0,2,0,0,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,1,1,2,1,2,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,0,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,1,1,2,1,1,1,1,1,0,0,1
0,0,1,0,0,1,3,0,3,0,1,2,2,2,2,1,3,2,1,0,3,0,0,1,0,0,0,2,3,0,0,0,1,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,0,2,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,1,0,1,1,1,0,1,0,0,2,0,2,2,1,2,2,1,0,2,2,0,1,0,0,0,2,3,1,0,1,0,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,2,1,1,1,0,0,1
0,1,0,1,1,2,2,0,2,1,0,0,0,1,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1
0,1,0,0,0,2,2,0,2,0,0,2,2,2,2,1,2,2,1,0,2,2,1,1,0,0,0,1,2,1,2,1,1,1,0,0,0
1,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,1,1,0,0,0,1,2,2,2,2,2,2,0,0,1
0,0,1,1,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,1,2,2,0,2,1,0,1,1,0,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1
0,1,0,1,1,2,2,0,2,1,0,1,1,2,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,2,1,0,0,0,2,0,2,0,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,2,3,1,1,1,0,1,0,0,1
0,1,0,0,1,2,2,0,2,1,0,2,1,2,2,1,2,2,1,0,2,2,0,1,0,0,0,2,3,2,2,2,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,2,3,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,1,2,1,2,2,1,0,2,2,0,2,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
0,0,0,1,1,2,2,0,2,1,1,1,1,0,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,2,3,1,0,1,1,1,0,0,1
0,0,1,1,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,1,0,2,0,0,0,1,2,0,1,0,1,0,0,0,1
0,1,0,0,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,1,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,1,1,0,1,0,0,0,1,2,0,2,0,2,0,0,0,1
0,0,0,0,0,1,2,0,2,0,1,2,2,2,2,1,2,2,1,0,2,0,0,0,0,2,0,2,3,0,0,0,1,0,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,1,0,0,0,0,0,1,2,0,2,0,2,0,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,2,0,0,0,1,0,1,2,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,1,1,1,2,2,0,2,1,0,2,1,0,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,1,0,1,2,0,1,0,1,0,2,0,1,2,1,1,1,0,0,1
0,0,0,0,0,0,0,1,0,0,1,2,2,2,2,1,2,2,1,0,3,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,3,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,1,1,2,1,1,1,0,0,1
0,0,1,1,0,2,2,0,2,1,1,2,0,2,2,1,2,2,1,0,2,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,1
0,1,0,0,1,0,0,0,0,0,0,2,0,2,2,1,0,1,0,1,0,2,0,2,0,0,0,2,0,1,0,1,1,1,0,0,1
0,1,0,2,0,3,3,0,3,2,0,0,0,0,0,0,3,2,1,0,3,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,0,1,1,0,1,0,0,0,2,3,1,0,1,0,1,0,0,1
0,2,0,0,0,1,2,0,2,0,0,2,2,2,2,1,2,2,1,0,3,2,0,1,0,2,1,2,3,1,0,1,0,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,2,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,0,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,2,1,1,2,1,2,2,1,0,2,2,0,1,0,0,0,2,0,1,2,1,1,1,0,0,1
0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,2,3,1,1,1,1,1,1,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,2,3,1,0,1,0,1,0,0,1
0,1,0,1,1,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,0,0,2,2,0,1,0,0,0,1,2,1,1,1,0,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,0,0,1,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,1
0,1,0,1,1,2,2,0,2,1,0,1,2,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,2,2,0,2,0,2,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,2,0,0,0,1,2,1,1,1,1,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,0,0,0,1,0,0,0,2,3,2,1,2,2,2,1,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,0,1,1,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
0,2,1,0,0,1,0,0,0,0,1,2,2,2,2,1,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1
0,1,1,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,0,1,2,1,2,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,0,0,0,0,2,3,2,1,2,2,2,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,0,0,0,2,2,0,1,1,0,2,2,2,2,1,2,2,1,0,2,2,0,2,0,0,1,2,3,0,2,0,2,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,1,1,0,1,0,0,1
0,0,0,0,0,1,1,0,1,0,1,2,2,2,2,1,1,2,1,0,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
0,1,0,0,0,2,2,0,2,0,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,2,1,2,1,1,0,1
0,0,0,1,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1
0,2,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,0,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,1,0,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,0,0,1,0,0,0,0,0,0,2,1,0,2,1,0,0,1,0,0,2,0,1,0,0,1,2,0,0,2,0,1,0,0,0,1
0,1,0,1,1,2,2,0,2,1,0,1,0,0,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,0,1,1,1,0,0,1
0,0,0,2,0,3,3,0,3,2,1,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,0,1,2,0,2,0,0,2,2,2,2,1,2,2,1,0,3,1,1,0,0,2,1,2,3,2,0,2,0,2,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,0,1,1,1,0,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,2,1,1,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,2,1,1,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,2,3,1,2,1,2,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1
0,2,0,0,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,2,1,0,1,1,2,1,2,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,0,0,0,1
0,0,0,0,0,1,1,1,1,0,1,2,2,2,2,1,2,2,1,0,3,0,0,1,0,2,1,2,3,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,2,0,0,2,0,2,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,1,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,2,2,1,0,3,1,1,1,0,0,0,2,3,2,2,2,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,0,1,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,2,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,0,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,0,0,0,0,1,1,0,1,0,1,2,2,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,2,1,1,1,0,0,1
0,1,0,0,0,1,1,1,1,0,0,2,2,2,2,1,2,2,1,0,3,2,0,1,0,0,0,2,3,0,2,0,2,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,0,1,1,1,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,1,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,1,1,0,3,2,0,2,2,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,3,1,1,1,1,1,0,0,1
0,0,0,0,0,2,2,0,2,1,1,2,2,2,2,1,2,2,1,0,2,0,0,2,1,0,1,1,2,0,0,0,1,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,0,0,0,1,2,0,2,0,0,2,2,2,2,1,2,2,1,0,3,2,0,1,0,2,1,2,3,1,2,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,1,1,0,0,1
0,1,0,0,0,1,1,1,1,0,0,2,2,2,2,1,2,2,1,0,3,2,0,1,0,0,0,2,3,1,2,1,2,1,0,0,1
0,2,0,0,0,1,1,0,1,0,0,2,2,2,2,1,1,2,1,0,1,2,0,1,0,0,0,2,3,1,0,1,0,0,0,0,1
0,1,0,0,0,1,2,0,2,0,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,2,3,1,2,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,2,0,1,1,1,1,0,2,2,1,0,2,0,0,2,1,0,1,1,2,1,1,1,2,1,0,0,1
0,1,0,0,0,1,2,0,2,0,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,2,1,2,3,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,2,0,0,0,1,2,1,2,2,2,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,2,1,1,0,2,0,1,0,0,0,2,0,1,2,1,1,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,2,0,0,0,0,2,2,1,0,2,0,1,2,0,0,0,1,2,0,1,2,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,0,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
0,1,0,2,0,2,2,0,2,2,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,0,1,1,2,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,2,2,2,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,0,2,2,1,1,0,0,0,2,0,2,1,2,2,2,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,0,0,2,0,3,3,0,3,2,1,1,1,1,1,0,3,3,2,0,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,1,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,0,1,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,2,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,2,1,1,0,2,0,1,0,2,1,2,0,1,2,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,1,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,0,2,0,1,0,1,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,2,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,2,0,0,0,1,2,1,0,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,0,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,2,1,1,1,0,0,1
0,1,1,0,1,0,2,0,2,0,0,2,2,1,2,1,2,2,1,0,2,2,0,0,0,0,0,2,3,1,2,1,2,1,1,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,0,0,1,0,2,2,0,0,1,1,2,2,2,2,1,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,2,1,2,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,0,2,2,1,0,2,0,0,0,0,0,0,1,2,1,0,1,1,1,0,0,1
0,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1
0,2,0,0,0,1,1,0,1,0,0,2,2,2,2,1,1,1,1,0,1,2,0,1,0,0,0,2,3,1,2,1,2,1,0,0,1
0,0,0,2,0,3,2,0,2,2,1,1,1,1,1,0,2,2,1,0,2,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,1
0,0,0,1,1,2,2,0,2,1,1,1,0,0,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,1,1,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,0,1,0,0,1,0,1,0,2,0,2,2,2,0,2,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,0,0,1,0,1,0,2,1,2,0,2,0,2,0,2,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,1,2,1,1,1,1,1,0,0,1
1,0,0,1,0,2,2,0,2,1,1,1,1,1,1,0,2,2,1,0,2,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1
0,1,1,0,0,1,1,1,1,0,0,2,2,2,2,1,2,2,1,0,3,2,0,1,0,0,0,2,3,0,2,0,1,0,0,0,1
0,1,0,1,0,2,2,0,2,1,0,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,2,3,1,1,1,1,1,0,0,1
0,1,0,0,0,3,3,0,3,2,0,2,1,2,2,1,3,3,2,0,3,2,0,1,0,0,1,0,1,1,2,1,1,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1
0,1,0,0,0,0,2,0,2,0,0,2,2,2,2,1,2,2,1,0,2,2,0,0,0,0,0,2,3,1,2,1,2,1,0,0,1
0,1,1,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1
0,1,0,1,0,2,2,0,2,1,0,2,2,2,2,1,2,2,1,0,2,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1
